,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,,,
Date,SX5E Index,,,SPX Index,,,TPX Index,,,AEX Index,,,IBEX Index,,,UKX Index,,,USDEUR Curncy,,,JPYEUR Curncy,,,GBPEUR Curncy,,,LBEATREU Index,,,,INGEHIH LX Equity
9-Apr-11,2984.66,,4/9/2011,1328.17,,4/9/2011,853.13,,4/9/2011,366.94,,4/9/2011,10913.2,,4/9/2011,6055.75,,4/9/2011,0.6934,,4/9/2011,0.81584,,4/9/2011,1.1335,,4/9/2011,179.7871,0,,,7550.27
10-Apr-11,2984.66,,4/10/2011,1328.17,,4/10/2011,853.13,,4/10/2011,366.94,,4/10/2011,10913.2,,4/10/2011,6055.75,,4/10/2011,0.6934,,4/10/2011,0.81584,,4/10/2011,1.1335,,4/10/2011,179.7871,0,,,7535.78
11-Apr-11,2974.58,,4/11/2011,1324.46,,4/11/2011,852.34,,4/11/2011,366.47,,4/11/2011,10878.3,,4/11/2011,6053.44,,4/11/2011,0.6925,,4/11/2011,0.81855,,4/11/2011,1.1338,,4/11/2011,179.8961,0.000606089,,,7529.84
12-Apr-11,2932.33,,4/12/2011,1314.16,,4/12/2011,838.51,,4/12/2011,360.77,,4/12/2011,10784.5,,4/12/2011,5964.47,,4/12/2011,0.6904,,4/12/2011,0.82476,,4/12/2011,1.1236,,4/12/2011,180.4301,0.002963983,,,7524.73
13-Apr-11,2949.98,,4/13/2011,1314.41,,4/13/2011,844.59,,4/13/2011,362.76,,4/13/2011,10786,,4/13/2011,6010.44,,4/13/2011,0.6921,,4/13/2011,0.82583,,4/13/2011,1.1258,,4/13/2011,180.3278,-0.000567139,,,7521.2
14-Apr-11,2917.72,,4/14/2011,1314.52,,4/14/2011,846.72,,4/14/2011,359.48,,4/14/2011,10622.7,,4/14/2011,5963.8,,4/14/2011,0.6904,,4/14/2011,0.82724,,4/14/2011,1.1287,,4/14/2011,180.2993,-0.000158058,,,7516.67
15-Apr-11,2919.05,,4/15/2011,1319.68,,4/15/2011,841.29,,4/15/2011,359,,4/15/2011,10558.6,,4/15/2011,5996.01,,4/15/2011,0.6926,,4/15/2011,0.83262,,4/15/2011,1.1298,,4/15/2011,180.3827,0.000462457,,,7517.99
16-Apr-11,2919.05,,4/16/2011,1319.68,,4/16/2011,841.29,,4/16/2011,359,,4/16/2011,10558.6,,4/16/2011,5996.01,,4/16/2011,0.6926,,4/16/2011,0.83262,,4/16/2011,1.1298,,4/16/2011,180.3827,0,,,7516.24
17-Apr-11,2919.05,,4/17/2011,1319.68,,4/17/2011,841.29,,4/17/2011,359,,4/17/2011,10558.6,,4/17/2011,5996.01,,4/17/2011,0.6926,,4/17/2011,0.83262,,4/17/2011,1.1298,,4/17/2011,180.3827,0,,,7511.45
18-Apr-11,2847.96,,4/18/2011,1305.14,,4/18/2011,836.34,,4/18/2011,352.68,,4/18/2011,10344.9,,4/18/2011,5870.08,,4/18/2011,0.7025,,4/18/2011,0.85247,,4/18/2011,1.1411,,4/18/2011,180.9778,0.003293667,,,7507.6
19-Apr-11,2857.61,,4/19/2011,1312.62,,4/19/2011,827.56,,4/19/2011,353.17,,4/19/2011,10376.5,,4/19/2011,5896.87,,4/19/2011,0.6986,,4/19/2011,0.8474,,4/19/2011,1.1397,,4/19/2011,180.7783,-0.001102953,,,7496.88
20-Apr-11,2921.43,,4/20/2011,1330.36,,4/20/2011,837.17,,4/20/2011,359.87,,4/20/2011,10535.4,,4/20/2011,6022.26,,4/20/2011,0.69,,4/20/2011,0.83701,,4/20/2011,1.1313,,4/20/2011,180.6047,-0.000960754,,,7494.86
21-Apr-11,2936.3,,4/21/2011,1337.38,,4/21/2011,841.72,,4/21/2011,359.01,,4/21/2011,10584.1,,4/21/2011,6018.3,,4/21/2011,0.686,,4/21/2011,0.83897,,4/21/2011,1.1356,,4/21/2011,180.8189,0.001185313,,,7492.13
22-Apr-11,2936.3,,4/22/2011,1337.38,,4/22/2011,842.18,,4/22/2011,359.01,,4/22/2011,10584.1,,4/22/2011,6018.3,,4/22/2011,0.6871,,4/22/2011,0.83874,,4/22/2011,1.1352,,4/22/2011,180.8189,0,,,7489.65
23-Apr-11,2936.3,,4/23/2011,1337.38,,4/23/2011,842.18,,4/23/2011,359.01,,4/23/2011,10584.1,,4/23/2011,6018.3,,4/23/2011,0.6871,,4/23/2011,0.83874,,4/23/2011,1.1352,,4/23/2011,180.8189,0,,,7487.31
24-Apr-11,2936.3,,4/24/2011,1337.38,,4/24/2011,842.18,,4/24/2011,359.01,,4/24/2011,10584.1,,4/24/2011,6018.3,,4/24/2011,0.6871,,4/24/2011,0.83874,,4/24/2011,1.1352,,4/24/2011,180.8189,0,,,7487.21
25-Apr-11,2936.3,,4/25/2011,1335.25,,4/25/2011,840.68,,4/25/2011,359.01,,4/25/2011,10584.1,,4/25/2011,6018.3,,4/25/2011,0.6861,,4/25/2011,0.83737,,4/25/2011,1.1315,,4/25/2011,180.8189,0,,,7484.32
26-Apr-11,2955.36,,4/26/2011,1347.24,,4/26/2011,833.64,,4/26/2011,359.55,,4/26/2011,10650.6,,4/26/2011,6069.36,,4/26/2011,0.6833,,4/26/2011,0.83564,,4/26/2011,1.1258,,4/26/2011,180.9012,0.000455048,,,7480.87
27-Apr-11,2977.59,,4/27/2011,1355.66,,4/27/2011,839.87,,4/27/2011,359.71,,4/27/2011,10740.9,,4/27/2011,6068.16,,4/27/2011,0.6809,,4/27/2011,0.82586,,4/27/2011,1.1265,,4/27/2011,180.5063,-0.002185346,,,7474.41
28-Apr-11,3005.33,,4/28/2011,1360.48,,4/28/2011,851.85,,4/28/2011,359.49,,4/28/2011,10867.8,,4/28/2011,6069.9,,4/28/2011,0.6759,,4/28/2011,0.82878,,4/28/2011,1.1246,,4/28/2011,181.0491,0.003002585,,,7471.75
29-Apr-11,3011.25,,4/29/2011,1363.61,,4/29/2011,851.85,,4/29/2011,359.94,,4/29/2011,10878.9,,4/29/2011,6069.9,,4/29/2011,0.6745,,4/29/2011,0.83038,,4/29/2011,1.1262,,4/29/2011,181.4322,0.002113765,,,7472.76
30-Apr-11,3011.25,,4/30/2011,1363.61,,4/30/2011,851.85,,4/30/2011,359.94,,4/30/2011,10878.9,,4/30/2011,6069.9,,4/30/2011,0.6745,,4/30/2011,0.83038,,4/30/2011,1.1262,,4/30/2011,181.4322,0,,,7469.09
1-May-11,3011.25,,5/1/2011,1363.61,,5/1/2011,851.85,,5/1/2011,359.94,,5/1/2011,10878.9,,5/1/2011,6069.9,,5/1/2011,0.6745,,5/1/2011,0.83038,,5/1/2011,1.1262,,5/1/2011,181.4322,0,,,7468.15
2-May-11,3008.89,,5/2/2011,1361.22,,5/2/2011,865.55,,5/2/2011,361.56,,5/2/2011,10877.3,,5/2/2011,6069.9,,5/2/2011,0.6722,,5/2/2011,0.82787,,5/2/2011,1.1217,,5/2/2011,181.3187,-0.000625774,,,7466.91
3-May-11,3000.39,,5/3/2011,1356.62,,5/3/2011,865.55,,5/3/2011,360.42,,5/3/2011,10825.6,,5/3/2011,6082.88,,5/3/2011,0.6734,,5/3/2011,0.83199,,5/3/2011,1.113,,5/3/2011,181.1767,-0.000783458,,,7463.47
4-May-11,2952.02,,5/4/2011,1347.32,,5/4/2011,865.55,,5/4/2011,355.91,,5/4/2011,10712.6,,5/4/2011,5984.07,,5/4/2011,0.6734,,5/4/2011,0.83621,,5/4/2011,1.1124,,5/4/2011,181.0094,-0.000923835,,,7452.19
5-May-11,2926.54,,5/5/2011,1335.1,,5/5/2011,865.55,,5/5/2011,354.82,,5/5/2011,10627.3,,5/5/2011,5919.98,,5/5/2011,0.6862,,5/5/2011,0.85588,,5/5/2011,1.1268,,5/5/2011,181.6127,0.003327434,,,7445.37
6-May-11,2952.9,,5/6/2011,1340.2,,5/6/2011,856.5,,5/6/2011,359.12,,5/6/2011,10610.5,,5/6/2011,5976.77,,5/6/2011,0.6946,,5/6/2011,0.86406,,5/6/2011,1.138,,5/6/2011,181.8394,0.001247482,,,7445.58
7-May-11,2952.9,,5/7/2011,1340.2,,5/7/2011,856.5,,5/7/2011,359.12,,5/7/2011,10610.5,,5/7/2011,5976.77,,5/7/2011,0.6946,,5/7/2011,0.86406,,5/7/2011,1.138,,5/7/2011,181.8394,0,,,7440.43
8-May-11,2952.9,,5/8/2011,1340.2,,5/8/2011,856.5,,5/8/2011,359.12,,5/8/2011,10610.5,,5/8/2011,5976.77,,5/8/2011,0.6946,,5/8/2011,0.86406,,5/8/2011,1.138,,5/8/2011,181.8394,0,,,7437.93
9-May-11,2902.4,,5/9/2011,1346.29,,5/9/2011,853.21,,5/9/2011,355.93,,5/9/2011,10396.3,,5/9/2011,5942.69,,5/9/2011,0.6988,,5/9/2011,0.86769,,5/9/2011,1.142,,5/9/2011,182.2884,0.002466168,,,7501.38
10-May-11,2939.02,,5/10/2011,1357.16,,5/10/2011,856.46,,5/10/2011,361.05,,5/10/2011,10474.4,,5/10/2011,6018.89,,5/10/2011,0.6964,,5/10/2011,0.8629,,5/10/2011,1.1375,,5/10/2011,182.2503,-0.000209031,,,7430.36
11-May-11,2942.43,,5/11/2011,1342.08,,5/11/2011,857.62,,5/11/2011,360.55,,5/11/2011,10531.5,,5/11/2011,5976,,5/11/2011,0.7034,,5/11/2011,0.86951,,5/11/2011,1.1506,,5/11/2011,182.2374,-7.08E-05,,,7428.34
12-May-11,2917.05,,5/12/2011,1348.65,,5/12/2011,849.34,,5/12/2011,357.52,,5/12/2011,10487.6,,5/12/2011,5944.96,,5/12/2011,0.7027,,5/12/2011,0.86948,,5/12/2011,1.1445,,5/12/2011,182.6475,0.002247833,,,7422.33
13-May-11,2894.6,,5/13/2011,1337.77,,5/13/2011,839.94,,5/13/2011,354.86,,5/13/2011,10356.5,,5/13/2011,5925.87,,5/13/2011,0.7096,,5/13/2011,0.87872,,5/13/2011,1.1475,,5/13/2011,182.6389,-4.71E-05,,,7417.86
14-May-11,2894.6,,5/14/2011,1337.77,,5/14/2011,839.94,,5/14/2011,354.86,,5/14/2011,10356.5,,5/14/2011,5925.87,,5/14/2011,0.7096,,5/14/2011,0.87872,,5/14/2011,1.1475,,5/14/2011,182.6389,0,,,7412.36
15-May-11,2894.6,,5/15/2011,1337.77,,5/15/2011,839.94,,5/15/2011,354.86,,5/15/2011,10356.5,,5/15/2011,5925.87,,5/15/2011,0.7096,,5/15/2011,0.87872,,5/15/2011,1.1475,,5/15/2011,182.6389,0,,,7421.9
16-May-11,2881.31,,5/16/2011,1329.47,,5/16/2011,829.55,,5/16/2011,352.3,,5/16/2011,10363.9,,5/16/2011,5923.69,,5/16/2011,0.7043,,5/16/2011,0.87204,,5/16/2011,1.1424,,5/16/2011,182.5532,-0.000469342,,,7422.35
17-May-11,2849.6,,5/17/2011,1328.98,,5/17/2011,828.85,,5/17/2011,347.72,,5/17/2011,10306.4,,5/17/2011,5861,,5/17/2011,0.7057,,5/17/2011,0.86739,,5/17/2011,1.1439,,5/17/2011,182.6908,0.000753469,,,7412.6
18-May-11,2867.3,,5/18/2011,1340.68,,5/18/2011,837.96,,5/18/2011,349.1,,5/18/2011,10343.7,,5/18/2011,5923.49,,5/18/2011,0.7013,,5/18/2011,0.8607,,5/18/2011,1.1338,,5/18/2011,182.5189,-0.000941377,,,7462.49
19-May-11,2890.6,,5/19/2011,1343.6,,5/19/2011,831.89,,5/19/2011,350.84,,5/19/2011,10376.8,,5/19/2011,5955.99,,5/19/2011,0.6991,,5/19/2011,0.85508,,5/19/2011,1.1317,,5/19/2011,182.3487,-0.000932941,,,7411.2
20-May-11,2853.98,,5/20/2011,1333.27,,5/20/2011,827.77,,5/20/2011,348.24,,5/20/2011,10226.6,,5/20/2011,5948.49,,5/20/2011,0.7044,,5/20/2011,0.86308,,5/20/2011,1.1441,,5/20/2011,182.6149,0.001458776,,,7407.9
21-May-11,2853.98,,5/21/2011,1333.27,,5/21/2011,827.77,,5/21/2011,348.24,,5/21/2011,10226.6,,5/21/2011,5948.49,,5/21/2011,0.7044,,5/21/2011,0.86308,,5/21/2011,1.1441,,5/21/2011,182.6149,0,,,7405.74
22-May-11,2853.98,,5/22/2011,1333.27,,5/22/2011,827.77,,5/22/2011,348.24,,5/22/2011,10226.6,,5/22/2011,5948.49,,5/22/2011,0.7044,,5/22/2011,0.86308,,5/22/2011,1.1441,,5/22/2011,182.6149,0,,,7399.21
23-May-11,2794.26,,5/23/2011,1317.37,,5/23/2011,817.68,,5/23/2011,342.46,,5/23/2011,10082.7,,5/23/2011,5835.89,,5/23/2011,0.7124,,5/23/2011,0.8708,,5/23/2011,1.1474,,5/23/2011,182.7539,0.000760875,,,7392.43
24-May-11,2801.27,,5/24/2011,1316.28,,5/24/2011,819.16,,5/24/2011,343.2,,5/24/2011,10115.9,,5/24/2011,5858.41,,5/24/2011,0.7097,,5/24/2011,0.86475,,5/24/2011,1.1482,,5/24/2011,182.5378,-0.001183164,,,7389.94
25-May-11,2816.84,,5/25/2011,1320.47,,5/25/2011,817.74,,5/25/2011,344.91,,5/25/2011,10217.4,,5/25/2011,5870.14,,5/25/2011,0.7091,,5/25/2011,0.86487,,5/25/2011,1.1538,,5/25/2011,182.9363,0.00218073,,,7386.06
26-May-11,2799.82,,5/26/2011,1325.69,,5/26/2011,827.08,,5/26/2011,344.47,,5/26/2011,10203.2,,5/26/2011,5880.99,,5/26/2011,0.7077,,5/26/2011,0.86961,,5/26/2011,1.159,,5/26/2011,183.3784,0.002413773,,,7376.97
27-May-11,2819.4,,5/27/2011,1331.1,,5/27/2011,824.9,,5/27/2011,346.06,,5/27/2011,10261.2,,5/27/2011,5938.87,,5/27/2011,0.7007,,5/27/2011,0.86703,,5/27/2011,1.1552,,5/27/2011,183.4208,0.000231189,,,7366.17
28-May-11,2819.4,,5/28/2011,1331.1,,5/28/2011,824.9,,5/28/2011,346.06,,5/28/2011,10261.2,,5/28/2011,5938.87,,5/28/2011,0.7007,,5/28/2011,0.86703,,5/28/2011,1.1552,,5/28/2011,183.4208,0,,,7364.62
29-May-11,2819.4,,5/29/2011,1331.1,,5/29/2011,824.9,,5/29/2011,346.06,,5/29/2011,10261.2,,5/29/2011,5938.87,,5/29/2011,0.7007,,5/29/2011,0.86703,,5/29/2011,1.1552,,5/29/2011,183.4208,0,,,7365.43
30-May-11,2814.34,,5/30/2011,1331.1,,5/30/2011,823.68,,5/30/2011,346.2,,5/30/2011,10257.6,,5/30/2011,5938.87,,5/30/2011,0.7004,,5/30/2011,0.86537,,5/30/2011,1.1532,,5/30/2011,183.4208,0,,,7361.38
31-May-11,2861.92,,5/31/2011,1345.2,,5/31/2011,838.48,,5/31/2011,349.44,,5/31/2011,10476,,5/31/2011,5989.99,,5/31/2011,0.696,,5/31/2011,0.85574,,5/31/2011,1.1437,,5/31/2011,183.1946,-0.001233991,,,7355.21
1-Jun-11,2827.66,,6/1/2011,1314.55,,6/1/2011,839.41,,6/1/2011,345.95,,6/1/2011,10339.3,,6/1/2011,5928.61,,6/1/2011,0.6948,,6/1/2011,0.85868,,6/1/2011,1.1372,,6/1/2011,183.4507,0.001396991,,,7346.06
2-Jun-11,2782.57,,6/2/2011,1312.94,,6/2/2011,825.76,,6/2/2011,340.64,,6/2/2011,10261,,6/2/2011,5847.92,,6/2/2011,0.6912,,6/2/2011,0.85482,,6/2/2011,1.1307,,6/2/2011,183.5388,0.000480123,,,7336.34
3-Jun-11,2789.11,,6/3/2011,1300.16,,6/3/2011,816.57,,6/3/2011,340.24,,6/3/2011,10285.7,,6/3/2011,5855.01,,6/3/2011,0.6834,,6/3/2011,0.85131,,6/3/2011,1.1226,,6/3/2011,183.3901,-0.000810511,,,7328.03
4-Jun-11,2789.11,,6/4/2011,1300.16,,6/4/2011,816.57,,6/4/2011,340.24,,6/4/2011,10285.7,,6/4/2011,5855.01,,6/4/2011,0.6834,,6/4/2011,0.85131,,6/4/2011,1.1226,,6/4/2011,183.3901,0,,,7326.46
5-Jun-11,2789.11,,6/5/2011,1300.16,,6/5/2011,816.57,,6/5/2011,340.24,,6/5/2011,10285.7,,6/5/2011,5855.01,,6/5/2011,0.6834,,6/5/2011,0.85131,,6/5/2011,1.1226,,6/5/2011,183.3901,0,,,7314.13
6-Jun-11,2765.33,,6/6/2011,1286.17,,6/6/2011,807.99,,6/6/2011,339.18,,6/6/2011,10157.7,,6/6/2011,5863.16,,6/6/2011,0.6848,,6/6/2011,0.85407,,6/6/2011,1.1199,,6/6/2011,183.4762,0.000469381,,,7301.81
7-Jun-11,2774.5,,6/7/2011,1284.94,,6/7/2011,813.76,,6/7/2011,338.93,,6/7/2011,10168.1,,6/7/2011,5864.65,,6/7/2011,0.6812,,6/7/2011,0.84993,,6/7/2011,1.1196,,6/7/2011,182.9572,-0.002832713,,,7297.57
8-Jun-11,2752.06,,6/8/2011,1279.56,,6/8/2011,814.45,,6/8/2011,335.65,,6/8/2011,10082.5,,6/8/2011,5808.89,,6/8/2011,0.6847,,6/8/2011,0.85754,,6/8/2011,1.1233,,6/8/2011,183.0642,0.000584665,,,7290.18
9-Jun-11,2778.12,,6/9/2011,1289,,6/9/2011,812.95,,6/9/2011,338.04,,6/9/2011,10121.7,,6/9/2011,5856.34,,6/9/2011,0.6885,,6/9/2011,0.85939,,6/9/2011,1.1272,,6/9/2011,183.1584,0.000514441,,,7286.99
10-Jun-11,2732.54,,6/10/2011,1270.98,,6/10/2011,817.38,,6/10/2011,333.83,,6/10/2011,9950.8,,6/10/2011,5765.8,,6/10/2011,0.6957,,6/10/2011,0.86685,,6/10/2011,1.1303,,6/10/2011,183.5896,0.002351479,,,7280.36
11-Jun-11,2732.54,,6/11/2011,1270.98,,6/11/2011,817.38,,6/11/2011,333.83,,6/11/2011,9950.8,,6/11/2011,5765.8,,6/11/2011,0.6957,,6/11/2011,0.86685,,6/11/2011,1.1303,,6/11/2011,183.5896,0,,,7276.8
12-Jun-11,2732.54,,6/12/2011,1270.98,,6/12/2011,817.38,,6/12/2011,333.83,,6/12/2011,9950.8,,6/12/2011,5765.8,,6/12/2011,0.6957,,6/12/2011,0.86685,,6/12/2011,1.1303,,6/12/2011,183.5896,0,,,7267.3
13-Jun-11,2733.95,,6/13/2011,1271.83,,6/13/2011,812.26,,6/13/2011,334.03,,6/13/2011,9946.2,,6/13/2011,5773.46,,6/13/2011,0.6964,,6/13/2011,0.86817,,6/13/2011,1.1345,,6/13/2011,183.5666,-0.000125287,,,7262.56
14-Jun-11,2779.94,,6/14/2011,1287.87,,6/14/2011,822.86,,6/14/2011,337.52,,6/14/2011,10132.6,,6/14/2011,5803.13,,6/14/2011,0.691,,6/14/2011,0.8582,,6/14/2011,1.1323,,6/14/2011,183.2601,-0.001671089,,,7257.02
15-Jun-11,2731.5,,6/15/2011,1265.42,,6/15/2011,824.65,,6/15/2011,334.04,,6/15/2011,9933.1,,6/15/2011,5742.55,,6/15/2011,0.704,,6/15/2011,0.87125,,6/15/2011,1.1399,,6/15/2011,183.3593,0.000541161,,,7249.72
16-Jun-11,2730.62,,6/16/2011,1267.64,,6/16/2011,812.41,,6/16/2011,332.35,,6/16/2011,9918.5,,6/16/2011,5698.81,,6/16/2011,0.7062,,6/16/2011,0.87506,,6/16/2011,1.1389,,6/16/2011,183.3208,-0.000209992,,,7256.67
17-Jun-11,2770.12,,6/17/2011,1271.5,,6/17/2011,805.34,,6/17/2011,333.11,,6/17/2011,10135.2,,6/17/2011,5714.94,,6/17/2011,0.6995,,6/17/2011,0.87284,,6/17/2011,1.1305,,6/17/2011,183.1711,-0.000816935,,,7254.11
18-Jun-11,2770.12,,6/18/2011,1271.5,,6/18/2011,805.34,,6/18/2011,333.11,,6/18/2011,10135.2,,6/18/2011,5714.94,,6/18/2011,0.6995,,6/18/2011,0.87284,,6/18/2011,1.1305,,6/18/2011,183.1711,0,,,7251.53
19-Jun-11,2770.12,,6/19/2011,1271.5,,6/19/2011,805.34,,6/19/2011,333.11,,6/19/2011,10135.2,,6/19/2011,5714.94,,6/19/2011,0.6995,,6/19/2011,0.87284,,6/19/2011,1.1305,,6/19/2011,183.1711,0,,,7251
20-Jun-11,2748.01,,6/20/2011,1278.36,,6/20/2011,806.83,,6/20/2011,331.64,,6/20/2011,10038.1,,6/20/2011,5693.39,,6/20/2011,0.6991,,6/20/2011,0.87124,,6/20/2011,1.1317,,6/20/2011,183.0466,-0.000679923,,,7255.5
21-Jun-11,2801.99,,6/21/2011,1295.52,,6/21/2011,815.73,,6/21/2011,336.14,,6/21/2011,10231.9,,6/21/2011,5775.31,,6/21/2011,0.6945,,6/21/2011,0.86675,,6/21/2011,1.127,,6/21/2011,183.0206,-0.00014205,,,7250.41
22-Jun-11,2795.07,,6/22/2011,1287.14,,6/22/2011,828.99,,6/22/2011,334.17,,6/22/2011,10226.2,,6/22/2011,5772.99,,6/22/2011,0.6937,,6/22/2011,0.86556,,6/22/2011,1.1188,,6/22/2011,183.0511,0.000166634,,,7247.7
23-Jun-11,2730.86,,6/23/2011,1283.5,,6/23/2011,825.51,,6/23/2011,328.57,,6/23/2011,9942.6,,6/23/2011,5674.38,,6/23/2011,0.7048,,6/23/2011,0.87553,,6/23/2011,1.126,,6/23/2011,183.4615,0.002239487,,,7229.02
24-Jun-11,2715.88,,6/24/2011,1268.45,,6/24/2011,833.2,,6/24/2011,328.74,,6/24/2011,9812.7,,6/24/2011,5697.72,,6/24/2011,0.7056,,6/24/2011,0.87785,,6/24/2011,1.1272,,6/24/2011,183.3267,-0.000735029,,,7222.7
25-Jun-11,2715.88,,6/25/2011,1268.45,,6/25/2011,833.2,,6/25/2011,328.74,,6/25/2011,9812.7,,6/25/2011,5697.72,,6/25/2011,0.7056,,6/25/2011,0.87785,,6/25/2011,1.1272,,6/25/2011,183.3267,0,,,7220.41
26-Jun-11,2715.88,,6/26/2011,1268.45,,6/26/2011,833.2,,6/26/2011,328.74,,6/26/2011,9812.7,,6/26/2011,5697.72,,6/26/2011,0.7056,,6/26/2011,0.87785,,6/26/2011,1.1272,,6/26/2011,183.3267,0,,,7210.29
27-Jun-11,2723.93,,6/27/2011,1280.1,,6/27/2011,825.64,,6/27/2011,328.51,,6/27/2011,9872.2,,6/27/2011,5722.34,,6/27/2011,0.7012,,6/27/2011,0.86645,,6/27/2011,1.1194,,6/27/2011,182.9526,-0.002042704,,,7212.4
28-Jun-11,2750.49,,6/28/2011,1296.67,,6/28/2011,830.34,,6/28/2011,329.9,,6/28/2011,9936.7,,6/28/2011,5766.88,,6/28/2011,0.6966,,6/28/2011,0.8605,,6/28/2011,1.1149,,6/28/2011,182.8306,-0.000667062,,,7200.97
29-Jun-11,2802.55,,6/29/2011,1307.41,,6/29/2011,844.11,,6/29/2011,335.28,,6/29/2011,10143.6,,6/29/2011,5855.95,,6/29/2011,0.6934,,6/29/2011,0.85787,,6/29/2011,1.1135,,6/29/2011,182.5489,-0.001541959,,,7196.3
30-Jun-11,2848.53,,6/30/2011,1320.64,,6/30/2011,849.22,,6/30/2011,339.65,,6/30/2011,10359.9,,6/30/2011,5945.71,,6/30/2011,0.6891,,6/30/2011,0.85549,,6/30/2011,1.1071,,6/30/2011,182.6003,0.000281529,,,7190.03
1-Jul-11,2875.67,,7/1/2011,1339.67,,7/1/2011,853.86,,7/1/2011,342.82,,7/1/2011,10492,,7/1/2011,5989.76,,7/1/2011,0.6892,,7/1/2011,0.85245,,7/1/2011,1.1079,,7/1/2011,182.7672,0.000913601,,,7183.52
2-Jul-11,2875.67,,7/2/2011,1339.67,,7/2/2011,853.86,,7/2/2011,342.82,,7/2/2011,10492,,7/2/2011,5989.76,,7/2/2011,0.6892,,7/2/2011,0.85245,,7/2/2011,1.1079,,7/2/2011,182.7672,0,,,7184.16
3-Jul-11,2875.67,,7/3/2011,1339.67,,7/3/2011,853.86,,7/3/2011,342.82,,7/3/2011,10492,,7/3/2011,5989.76,,7/3/2011,0.6892,,7/3/2011,0.85245,,7/3/2011,1.1079,,7/3/2011,182.7672,0,,,7182.07
4-Jul-11,2870.19,,7/4/2011,1339.67,,7/4/2011,864.11,,7/4/2011,343.5,,7/4/2011,10468,,7/4/2011,6017.54,,7/4/2011,0.6882,,7/4/2011,0.85196,,7/4/2011,1.1074,,7/4/2011,182.7924,0.000137871,,,7180.76
5-Jul-11,2850.51,,7/5/2011,1337.88,,7/5/2011,865.18,,7/5/2011,343.1,,7/5/2011,10330.1,,7/5/2011,6024.03,,7/5/2011,0.6911,,7/5/2011,0.85169,,7/5/2011,1.1105,,7/5/2011,182.774,-0.000100666,,,7173.62
6-Jul-11,2832.63,,7/6/2011,1339.22,,7/6/2011,873.51,,7/6/2011,341.62,,7/6/2011,10204.5,,7/6/2011,6002.92,,7/6/2011,0.6977,,7/6/2011,0.86204,,7/6/2011,1.1162,,7/6/2011,182.68,-0.000514429,,,7167.21
7-Jul-11,2844.51,,7/7/2011,1353.22,,7/7/2011,870.48,,7/7/2011,345.16,,7/7/2011,10196.2,,7/7/2011,6054.55,,7/7/2011,0.697,,7/7/2011,0.85826,,7/7/2011,1.1133,,7/7/2011,182.3101,-0.002026905,,,7162.05
8-Jul-11,2790.09,,7/8/2011,1343.8,,7/8/2011,874.34,,7/8/2011,342.48,,7/8/2011,9938.2,,7/8/2011,5990.58,,7/8/2011,0.7012,,7/8/2011,0.86923,,7/8/2011,1.124,,7/8/2011,182.9061,0.003263823,,,7154.84
9-Jul-11,2790.09,,7/9/2011,1343.8,,7/9/2011,874.34,,7/9/2011,342.48,,7/9/2011,9938.2,,7/9/2011,5990.58,,7/9/2011,0.7012,,7/9/2011,0.86923,,7/9/2011,1.124,,7/9/2011,182.9061,0,,,7161.25
10-Jul-11,2790.09,,7/10/2011,1343.8,,7/10/2011,874.34,,7/10/2011,342.48,,7/10/2011,9938.2,,7/10/2011,5990.58,,7/10/2011,0.7012,,7/10/2011,0.86923,,7/10/2011,1.124,,7/10/2011,182.9061,0,,,7164.4
11-Jul-11,2709.14,,7/11/2011,1319.49,,7/11/2011,870.16,,7/11/2011,336.16,,7/11/2011,9670.6,,7/11/2011,5929.16,,7/11/2011,0.712,,7/11/2011,0.88643,,7/11/2011,1.1335,,7/11/2011,182.7054,-0.001097887,,,7161.24
12-Jul-11,2693.53,,7/12/2011,1313.64,,7/12/2011,857.19,,7/12/2011,332.12,,7/12/2011,9603.4,,7/12/2011,5868.96,,7/12/2011,0.7138,,7/12/2011,0.89745,,7/12/2011,1.1374,,7/12/2011,182.7445,0.000213983,,,7158.6
13-Jul-11,2715.05,,7/13/2011,1317.72,,7/13/2011,860.53,,7/13/2011,332.98,,7/13/2011,9666.9,,7/13/2011,5906.43,,7/13/2011,0.7066,,7/13/2011,0.89438,,7/13/2011,1.1381,,7/13/2011,182.4369,-0.001684643,,,7161.51
14-Jul-11,2695.29,,7/14/2011,1308.87,,7/14/2011,856.88,,7/14/2011,330.46,,7/14/2011,9598.6,,7/14/2011,5846.95,,7/14/2011,0.7063,,7/14/2011,0.89322,,7/14/2011,1.1392,,7/14/2011,182.2838,-0.000839547,,,7163.92
15-Jul-11,2675.38,,7/15/2011,1316.14,,7/15/2011,859.36,,7/15/2011,329.49,,7/15/2011,9484.2,,7/15/2011,5843.66,,7/15/2011,0.7069,,7/15/2011,0.89456,,7/15/2011,1.1413,,7/15/2011,182.2937,5.43E-05,,,7174.82
16-Jul-11,2675.38,,7/16/2011,1316.14,,7/16/2011,859.36,,7/16/2011,329.49,,7/16/2011,9484.2,,7/16/2011,5843.66,,7/16/2011,0.7069,,7/16/2011,0.89456,,7/16/2011,1.1413,,7/16/2011,182.2937,0,,,7180.47
