SX5E Index,,TPX Index,,UKX Index,,IBEX Index,,SPX Index,,LBEATREU Index,,AEX Index,,INGEHIH LX Equity,,INGGOPC LX Equity,,INGEHYC LX Equity,,SGEURSE LX Equity,,SGIDXIW LX Equity,
40688,2816.84,40638,847.16,40669,5976.77,40683,10226.6,40665,1361.22,40669,181.8394,40683,348.24,40681,5691.53,40676,271.43,40676,380.96,40647,855.0152,,
40687,2801.27,40637,859.75,40668,5919.98,40682,10376.8,40662,1363.61,40668,181.6127,40682,350.84,40680,5693.6,40675,274.01,40675,381.92,40646,862.79633,,
40686,2794.26,40634,862.62,40667,5984.07,40681,10343.7,40661,1360.48,40667,181.0094,40681,349.1,40679,5775.44,40674,272.78,40674,385.63,40645,856.65778,,
40683,2853.98,40633,869.38,40666,6082.88,40680,10306.4,40660,1355.66,40666,181.1767,40680,347.72,40676,5689.11,40673,274.02,40673,383.41,40644,868.79211,,
40682,2890.6,40632,866.09,40661,6069.9,40679,10363.9,40659,1347.24,40665,181.3187,40679,352.3,40675,5681.32,40672,272.75,40672,379.47,40641,871.84698,,
40681,2867.3,40631,850.21,40660,6068.16,40676,10356.5,40658,1335.25,40662,181.4322,40676,354.86,40674,5678.43,40669,269.11,40669,383.27,40640,867.25043,,
40680,2849.6,40630,857.85,40659,6069.36,40675,10487.6,40654,1337.38,40661,181.0491,40675,357.52,40673,5666.59,40668,264.77,40668,380.3,40639,870.93121,,
40679,2881.31,40627,857.38,40654,6018.3,40674,10531.5,40653,1330.36,40660,180.5063,40674,360.55,40672,5666.67,40667,264.33,40667,381.37,40638,865.89801,,
40676,2894.6,40626,853.95,40653,6022.26,40673,10474.4,40652,1312.62,40659,180.9012,40673,361.05,40669,5660.9,40666,268.41,40666,385.44,40637,866.85199,,
40675,2917.05,40625,861.1,40652,5896.87,40672,10396.3,40651,1305.14,40654,180.8189,40672,355.93,40668,5660.94,40665,269.26,40665,385.72,40634,866.42151,,
40674,2942.43,40624,868.13,40651,5870.08,40669,10610.5,40648,1319.68,40653,180.6047,40669,359.12,40667,5661.37,40662,269.94,40662,384.89,40633,852.61377,,
40673,2939.02,40620,830.39,40648,5996.01,40668,10627.3,40647,1314.52,40652,180.7783,40668,354.82,40666,5655.28,40661,268.71,40661,383.34,40632,859.43188,,
40672,2902.4,40619,810.8,40647,5963.8,40667,10712.6,40646,1314.41,40651,180.9778,40667,355.91,40665,5645.03,40660,269.64,40660,380.98,40631,851.84161,,
40669,2952.9,40618,817.63,40646,6010.44,40666,10825.6,40645,1314.16,40648,180.3827,40666,360.42,40662,5642.75,40659,270.04,40659,379.22,40630,852.30518,,
40668,2926.54,40617,766.73,40645,5964.47,40665,10877.3,40644,1324.46,40647,180.2993,40665,361.56,40661,5641.77,40654,269.29,40654,376.72,40627,851.18109,,
40667,2952.02,40616,846.96,40644,6053.44,40662,10878.9,40641,1328.17,40646,180.3278,40662,359.94,40660,5707.64,40653,268.19,40653,376.05,40626,850.6236,,
40666,3000.39,40613,915.51,40641,6055.75,40661,10867.8,40640,1333.51,40645,180.4301,40661,359.49,40659,5616.5,40652,265.48,40652,369.76,40625,838.17828,,
40665,3008.89,40612,930.84,40640,6007.37,40660,10740.9,40639,1335.54,40644,179.8961,40660,359.71,40654,5609.59,40651,266.07,40651,369.46,40624,834.08643,,
40662,3011.25,40611,944.29,40639,6041.13,40659,10650.6,40638,1332.63,40641,179.7871,40659,359.55,40653,5605.16,40648,267.06,40648,375.89,40623,836.90002,,
40661,3005.33,40610,939.16,40638,6007.06,40654,10584.1,40637,1332.87,40640,180.2676,40654,359.01,40652,5599.38,40647,265.92,40647,375.77,40620,819.07727,,
40660,2977.59,40609,941.63,40637,6016.98,40653,10535.4,40634,1332.41,40639,180.2188,40653,359.87,40651,5597.52,40646,266,40646,378.83,40619,816.07562,,
40659,2955.36,40606,955.59,40634,6009.92,40652,10376.5,40633,1325.83,40638,180.186,40652,353.17,40648,5595.76,40645,264.97,40645,376.5,40618,799.43408,,
40654,2936.3,40605,948.69,40633,5908.76,40651,10344.9,40632,1328.26,40637,180.3451,40651,352.68,40647,5599.91,40644,268.79,40644,380.55,40617,815.28448,,
40653,2921.43,40604,942.87,40632,5948.3,40648,10558.6,40631,1319.44,40634,180.0157,40648,359,40646,5595.99,40641,269.84,40641,381.52,40616,834.6684,,
40652,2857.61,40603,963.7,40631,5932.17,40647,10622.7,40630,1310.19,40633,180.1717,40647,359.48,40645,5638.18,40640,271.13,40640,378.82,40613,842.77118,,
40651,2847.96,40602,951.27,40630,5904.49,40646,10786,40627,1313.8,40632,180.4802,40646,362.76,40644,5602.02,40639,271.22,40639,378.67,40612,850.74298,,
40648,2919.05,40599,941.93,40627,5900.76,40645,10784.5,40626,1309.66,40631,180.469,40645,360.77,40641,5638.73,40638,272.69,40638,376.61,40611,859.26007,,
40647,2917.72,40598,934.22,40626,5880.87,40644,10878.3,40625,1297.54,40630,180.6115,40644,366.47,40640,5595.23,40637,272.71,40637,377.84,40610,860.42133,,
40646,2949.98,40597,946.88,40625,5795.88,40641,10913.2,40624,1293.77,40627,180.8613,40641,366.94,40639,5544.1,40634,274.83,40634,377.25,40609,857.0177,,
40645,2932.33,40596,956.7,40624,5762.71,40640,10849.1,40623,1298.38,40626,180.9725,40640,367.39,40638,5579.2,40633,271.71,40633,372.99,40606,860.16333,,
40644,2974.58,40595,974.63,40623,5786.09,40639,10845.1,40620,1279.2,40625,181.0818,40639,369.64,40637,5572.58,40632,272.59,40632,376.29,40605,865.34192,,
40641,2984.66,40592,973.6,40620,5718.13,40638,10678.6,40619,1273.72,40624,180.9181,40638,368.96,40634,5558.26,40631,270.76,40631,373.19,40604,862.30908,,
40640,2963.69,40591,974.14,40619,5696.11,40637,10756.1,40618,1256.88,40623,181.0853,40637,369.01,40633,5544.5,40630,269.26,40630,373.45,40603,868.79413,,
40639,2971.48,40590,967.3,40618,5598.23,40634,10729.9,40617,1281.87,40620,181.426,40634,369.45,40632,5555.96,40627,269.86,40627,372.64,40602,874.67767,,
40638,2950.96,40589,962.57,40617,5695.28,40633,10576.5,40616,1296.39,40619,181.4754,40633,365.62,40631,5553.19,40626,269.11,40626,372.73,40599,867.32703,,
40637,2955.84,40588,959.19,40616,5775.24,40632,10732.3,40613,1304.28,40618,182.3034,40632,367.87,40630,5554.35,40625,267.17,40625,368.72,40598,856.02979,,
40634,2962.92,40584,946.63,40613,5828.67,40631,10735,40612,1295.11,40617,181.8363,40631,365.91,40627,5547.79,40624,265.05,40624,367.39,40597,859.3269,,
40633,2910.91,40583,944.02,40612,5845.29,40630,10751,40611,1320.02,40616,181.1367,40630,364.57,40626,5540.56,40623,266.4,40623,368.96,40596,868.93018,,
40632,2936.44,40582,944,40611,5937.3,40627,10710.4,40610,1321.82,40613,180.8292,40627,364.65,40625,5539.84,40620,263.12,40620,361.73,40595,875.0863,,
40631,2910.93,40581,940.43,40610,5974.76,40626,10755.6,40609,1310.13,40612,180.3151,40626,363.39,40624,5543.21,40619,262.63,40619,361.31,40592,889.98151,,
40630,2914.76,40578,935.36,40609,5973.78,40625,10638,40606,1321.15,40611,179.952,40625,359.74,40623,5541.1,40618,259.76,40618,354.23,40591,889.388,,
40627,2911.33,40577,927.57,40606,5990.39,40624,10576.1,40605,1330.97,40610,179.9103,40624,356.38,40620,5532.4,40617,263.69,40617,360.64,40590,888.95959,,
40626,2909.78,40576,929.64,40605,6005.09,40623,10574.4,40604,1308.44,40609,180.1749,40623,356.7,40619,5516,40616,267.02,40616,369.06,40589,881.61151,,
40625,2866.23,40575,913.52,40604,5914.89,40620,10328.4,40603,1306.33,40606,180.2262,40620,350.41,40618,5516.31,40613,272.48,40613,374.03,40588,880.08588,,
40624,2854.79,40574,910.08,40603,5935.76,40619,10325.6,40602,1327.22,40605,180.0688,40619,349.26,40617,5521.38,40612,273.25,40612,377.42,40585,879.76318,,
40623,2860.81,40571,919.69,40602,5994.01,40618,10092.6,40599,1319.88,40604,181.0379,40618,343.2,40616,5545.68,40611,277.25,40611,379.76,40584,878.68378,,
40620,2792.61,40570,929.66,40599,6001.2,40617,10329.7,40598,1306.1,40603,181.1538,40617,348.09,40613,5548.59,40610,278.26,40610,380.48,40583,880.97418,,
40619,2786.16,40569,922.64,40598,5919.98,40616,10415.9,40597,1307.4,40602,181.1368,40616,356.32,40612,5558.34,40609,275.31,40609,378.4,40582,882.80298,,
40618,2721.24,40568,929.28,40597,5923.53,40613,10398.4,40596,1315.44,40599,181.156,40613,359.07,40611,5569.54,40606,277.35,40606,379.83,40581,879.66638,,
40617,2784.2,40567,917.18,40596,5996.76,40612,10435.6,40592,1343.01,40598,181.2135,40612,362.14,40610,5570.3,40605,279.42,40605,382.75,40578,871.2597,,
40616,2852.11,40564,910.85,40595,6014.8,40611,10559.5,40591,1340.43,40597,181.2093,40611,366.25,40609,5570.56,40604,277.19,40604,381.63,40577,868.72821,,
40613,2883.84,40563,927.19,40592,6082.99,40610,10568.7,40590,1336.32,40596,181.2459,40610,366.38,40606,5566.93,40603,276.97,40603,384.35,40576,872.5351,,
40612,2909.73,40562,936.87,40591,6087.38,40609,10495.7,40589,1328.01,40595,181.1532,40609,366.08,40605,5575.3,40602,280.34,40602,387.17,40575,872.35388,,
40611,2935.11,40561,931.58,40590,6085.27,40606,10498.7,40588,1332.32,40592,180.7356,40606,367.95,40604,5557.28,40599,279.52,40599,384.53,40574,858.04321,,
40610,2945.42,40560,928.73,40589,6037.08,40605,10566.9,40585,1329.15,40591,181.268,40605,367.6,40603,5557.23,40598,275.03,40598,380.15,40571,858.75067,,
40609,2931.42,40557,930.31,40588,6060.09,40604,10643.8,40584,1321.87,40590,180.7587,40604,364.86,40602,5556.84,40597,276.1,40597,381.37,40570,867.01691,,
40606,2949.18,40556,937.74,40585,6062.9,40603,10761.9,40583,1320.88,40589,180.3565,40603,367.95,40599,5552.41,40596,278.84,40596,384.85,40569,861.98669,,
40605,2969.24,40555,929.64,40584,6020.01,40602,10850.8,40582,1324.57,40588,180.3034,40602,369.13,40598,5549.31,40595,284.43,40595,388.36,40568,856.15363,,
40604,2958.8,40554,926.94,40583,6052.29,40599,10822.7,40581,1319.05,40585,180.4863,40599,366.77,40597,5553.4,40592,285.85,40592,394.06,40567,860.3775,,
40603,2983.27,40550,926.42,40582,6091.33,40598,10647.6,40578,1310.87,40584,180.2016,40598,363.73,40596,5593.7,40591,286.09,40591,393.82,40564,858.80878,,
40602,3013.09,40549,924.51,40581,6051.03,40597,10633.4,40577,1307.1,40583,180.1493,40597,365.24,40595,5552.46,40590,286.08,40590,393.71,40563,849.34052,,
40599,2985.02,40548,911.69,40578,5997.38,40596,10701.9,40576,1304.03,40582,180.4819,40596,368.83,40592,5543.23,40589,284.76,40589,390.07,40562,852.59253,,
40598,2949.13,40547,911.8,40577,5983.34,40595,10810.5,40575,1307.59,40581,180.7984,40595,370.92,40591,5540.2,40588,286.47,40588,388.61,40561,859.23907,,
40597,2954.92,40542,898.8,40576,6000.07,40592,11068.1,40574,1286.12,40578,180.7193,40592,374.19,40590,5530.61,40585,283.11,40585,389.96,40560,849.55829,,
40596,2983.33,40541,908.01,40575,5957.82,40591,11113,40571,1276.34,40577,181.095,40591,372.99,40589,5525.82,40584,280.93,40584,391.76,40557,851.67169,,
40595,3012.34,40540,902.83,40574,5862.94,40590,11047.8,40570,1299.54,40576,180.8979,40590,371.49,40588,5526.56,40583,280.34,40583,392.07,40556,850.53998,,
40592,3068,40539,904.68,40571,5881.37,40589,10826.2,40569,1296.63,40575,180.6466,40589,370.51,40585,5518.91,40582,283.07,40582,392.57,40555,845.57672,,
40591,3064.54,40536,901.66,40570,5965.08,40588,10774.7,40568,1291.18,40574,180.7013,40588,370.17,40584,5515.4,40581,283.75,40581,391.52,40554,825.81592,,
40590,3061.92,40534,905.78,40569,5969.21,40585,10803.6,40567,1290.84,40571,180.471,40585,369.65,40583,5514.99,40578,282.37,40578,387.92,40553,814.0036,,
40589,3030.46,40533,906.21,40568,5917.71,40584,10791.9,40564,1283.35,40570,180.1978,40584,370.61,40582,5510.31,40577,281.18,40577,386.79,40550,826.43268,,
40588,3018.38,40532,898.55,40567,5943.85,40583,10935.6,40563,1280.26,40569,180.5925,40583,369.18,40581,5508.55,40576,278.48,40576,389.06,40548,830.90839,,
40585,3024.37,40529,903.14,40564,5896.25,40582,10965.1,40562,1281.92,40568,181.0368,40582,371.11,40578,5497.45,40575,278.1,40575,387.13,40547,834.80792,,
40584,3025.68,40528,903.84,40563,5867.91,40581,10922.6,40561,1295.02,40567,181.2209,40581,369.85,40577,5495.88,40574,275.15,40574,382.17,40542,824.5672,,
40583,3031.62,40527,902.42,40562,5976.7,40578,10854.7,40557,1293.24,40564,180.9718,40578,365.51,40576,5530.17,40571,274.82,40571,381.83,40541,833.03198,,
40582,3042.5,40526,901.89,40561,6056.43,40577,10860.7,40556,1283.76,40563,180.6866,40577,364.89,40575,5479.56,40570,277.98,40570,385.62,40535,838.58118,,
40581,3031.18,40525,897.4,40560,5985.7,40576,11010.2,40555,1285.96,40562,181.1692,40576,367.39,40574,5512.98,40569,278.73,40569,384.13,40534,839.92188,,
40578,3003.19,40522,888.22,40557,6002.07,40575,10967.9,40554,1274.48,40561,180.7349,40575,367.11,40571,5483.8,40568,276.53,40568,383.34,40533,840.61041,,
40577,2995.49,40521,891.6,40556,6023.88,40574,10806,40553,1269.75,40560,181.2828,40574,360.75,40570,5519.12,40567,277.52,40567,387.19,40532,830.42932,,
40576,3012.7,40520,887.39,40555,6050.72,40571,10747,40550,1271.5,40557,181.3754,40571,361.16,40569,5483.69,40564,277.83,40564,385.5,40529,825.35791,,
40575,3006.81,40519,879.1,40554,6014.03,40570,10828.7,40549,1273.85,40556,181.2886,40570,364.33,40568,5477.35,40563,280.35,40563,380.35,40528,830.37347,,
40574,2953.63,40518,881.41,40553,5956.3,40569,10670.7,40548,1276.56,40555,181.1282,40569,362.05,40567,5470.47,40562,282.26,40562,378.6,40527,829.31488,,
40571,2954.13,40515,879.22,40550,5984.33,40568,10664.4,40547,1270.2,40554,181.6014,40568,358.76,40564,5459.32,40561,286.66,40561,381.57,40526,834.14832,,
40570,2989.75,40514,877.21,40549,6019.51,40567,10815.4,40546,1271.87,40553,181.7581,40567,360.99,40563,5436.75,40560,287.17,40560,377.55,40525,833.2254,,
40569,2967.78,40513,866.07,40548,6043.86,40564,10829.1,40543,1257.64,40550,181.8112,40564,361.05,40562,5434.23,40557,286.83,40557,378.17,40522,828.65863,,
40568,2957.78,40512,860.94,40547,6013.87,40563,10636.9,40542,1257.88,40549,181.7299,40563,356.14,40561,5423.88,40556,286.87,40556,376.04,40521,828.42499,,
40567,2979.06,40511,874.59,40543,5899.94,40562,10556.5,40541,1259.78,40548,182.0163,40562,357.96,40560,5412.68,40555,292.33,40555,372.28,40519,822.20691,,
40564,2970.56,40508,866.81,40542,5971.01,40561,10583.4,40540,1258.51,40547,182.5373,40561,363.73,40557,5404.26,40554,290.92,40554,363.59,40515,815.71619,,
40563,2927.42,40507,869.81,40541,5996.36,40560,10280,40539,1257.54,40546,182.2078,40560,361.08,40556,5400.13,40553,288.88,40553,360.04,40514,814.52368,,
40562,2923.76,40506,866.57,40536,6008.92,40557,10385.1,40535,1256.77,40543,181.6496,40557,361.32,40555,5381.53,40550,289.77,40550,364.87,40513,798.1972,,
40561,2945.62,40504,875.48,40535,5996.07,40556,10370.8,40534,1258.84,40542,181.6301,40556,360.79,40554,5367.4,40549,289.44,40549,367.75,40512,777.8772,,
40560,2910.63,40501,869.52,40534,5983.49,40555,10101.2,40533,1254.6,40541,181.2268,40555,362.41,40553,5356.31,40548,287.74,40548,367.07,40511,782.33221,,
40557,2920.4,40500,868.81,40533,5951.8,40554,9582.1,40532,1247.08,40536,181.4555,40554,358.3,40550,5368.31,40547,283.34,40547,368.12,40508,800.8432,,
40556,2915.62,40499,850.3,40532,5891.61,40553,9437.8,40529,1243.91,40535,181.4359,40553,354.21,40549,5375.52,40546,281.93,40546,366.97,40507,806.86682,,
40555,2879.11,40498,847.77,40529,5871.75,40550,9560.7,40528,1242.87,40534,181.6096,40550,356.44,40548,5369.46,40543,277.81,40543,360.72,40506,803.56702,,
40554,2796.6,40497,851.56,40528,5881.12,40549,9702.7,40527,1235.23,40533,181.2855,40549,356.89,40547,5355.94,40542,279.95,40542,362.91,40505,796.58972,,
40553,2760.88,40494,846.98,40527,5882.18,40548,9801.4,40526,1241.59,40532,181.4513,40548,357.28,40546,5323.89,40541,283.37,40541,366.18,40504,814.60522,,
40550,2808.25,40493,856.37,40526,5891.21,40547,9888.4,40525,1240.46,40529,180.8488,40547,358.86,40543,5319.88,40540,282.15,40540,364.05,40501,822.91229,,
40549,2836.23,40492,852.98,40525,5860.75,40546,9888.3,40522,1240.4,40528,180.671,40546,359.86,40542,5319.77,40539,281.61,40539,364.13,40500,824.4588,,
40548,2833.74,40491,839.95,40522,5812.95,40542,9859.1,40521,1233,40527,181.0371,40543,354.57,40541,5317.46,40536,282.27,40536,367.32,40499,810.32788,,
40547,2844.17,40490,841.74,40521,5807.96,40541,9981.5,40520,1228.28,40526,180.8438,40542,356.36,40540,5316.68,40535,283.08,40535,367.69,40498,805.0954,,
40546,2839.43,40487,834.98,40520,5794.53,40540,9903.5,40519,1223.75,40525,181.2876,40541,358.32,40539,5315.03,40534,282.65,40534,368.13,40497,822.80719,,
40543,2792.82,40486,816.33,40519,5808.45,40539,9899,40518,1223.12,40522,181.4958,40540,356.69,40536,5312.39,40533,281.48,40533,368.08,40494,815.52148,,
40542,2807.04,40484,803.12,40518,5770.28,40535,10106.9,40515,1224.71,40521,181.6986,40539,355.57,40535,5310.76,40532,279.47,40532,363.92,40493,816.47223,,
40541,2841.23,40483,803.3,40515,5745.32,40534,10183.5,40514,1221.53,40520,181.4365,40536,355.92,40534,5306.88,40529,278.23,40529,361.92,40492,821.46289,,
40540,2824.3,40480,810.91,40514,5767.56,40533,10203.4,40513,1206.07,40519,181.977,40535,356.21,40533,5305.08,40528,277.24,40528,364.45,40491,831.9599,,
40539,2826.51,40479,814.33,40513,5642.5,40532,9996.1,40512,1180.55,40518,182.6015,40534,356.17,40532,5297.41,40527,274.66,40527,363.47,40490,824.82581,,
40536,2861.94,40478,817.76,40512,5528.27,40529,9898.1,40511,1187.76,40515,182.4923,40533,356.14,40529,5295.76,40526,275.62,40526,365.36,40487,825.7616,,
40535,2864.52,40477,817.94,40511,5550.95,40528,10010.3,40508,1189.4,40514,182.5145,40532,353.15,40528,5297.77,40525,275.09,40525,364.28,40486,827.9693,,
40534,2869.63,40476,821.23,40508,5668.7,40527,10009.8,40506,1198.35,40513,182.2172,40529,352.05,40527,5293.99,40522,277.33,40522,362.27,40485,815.45221,,
40533,2876.99,40473,824.88,40507,5698.93,40526,10162.7,40505,1180.73,40512,182.4475,40528,351.88,40526,5293.63,40521,277.14,40521,362.81,40484,822.14148,,
40532,2839.22,40472,820.4,40506,5657.1,40525,10151.2,40504,1197.84,40511,182.2119,40527,350.79,40525,5292.39,40520,276.25,40520,359.43,40480,817.96899,,
40529,2821.77,40471,823.69,40505,5581.28,40522,10121.9,40501,1199.73,40508,183.0209,40526,351.82,40522,5285.36,40519,274.68,40519,357.49,40479,818.66742,,
40528,2845.78,40470,833.73,40504,5680.83,40521,10185.5,40500,1196.69,40507,183.0794,40525,351.3,40521,5290.32,40518,274.79,40518,353.55,40478,815.19568,,
40527,2841.99,40469,830.52,40501,5732.83,40520,10078.4,40499,1178.59,40506,183.4877,40522,350.21,40520,5286.61,40515,273.06,40515,355.24,40477,822.06628,,
40526,2861.67,40466,826.38,40500,5768.71,40519,9924.7,40498,1178.34,40505,184.4932,40521,349.38,40519,5279.53,40514,276.07,40514,354.46,40476,826.19861,,
40525,2855.37,40465,836.95,40499,5692.56,40518,9889.9,40497,1197.75,40504,184.0888,40520,346.72,40518,5257.66,40513,273.65,40513,349,40473,824.67902,,
40522,2839.53,40464,822.65,40498,5681.9,40515,10014.8,40494,1199.21,40501,183.728,40519,346.21,40515,5244.84,40512,269.31,40512,342.86,40472,825.64648,,
40521,2840.71,40463,824.6,40497,5820.41,40514,9947.6,40493,1213.54,40500,183.6726,40518,342.34,40514,5238.26,40511,268.99,40511,345.34,40471,816.65558,,
40520,2818.95,40459,839.44,40494,5796.87,40513,9678.4,40492,1218.71,40499,184.4485,40515,342.19,40513,5218.51,40508,268.36,40508,352.78,40470,813.04309,,
40519,2802.74,40458,846.06,40493,5815.23,40512,9267.2,40491,1213.4,40498,184.2048,40514,341.45,40512,5199.89,40507,268.1,40507,355.52,40469,816.53552,,
40518,2769.96,40457,844.5,40492,5816.94,40511,9324.7,40490,1223.25,40497,184.8899,40513,335.8,40511,5240.45,40506,267.25,40506,355.52,40466,814.21863,,
40515,2782.39,40456,832.64,40491,5875.19,40508,9547.2,40487,1225.85,40494,185.0878,40512,327.41,40508,5252.46,40505,263.1,40505,354.5,40465,812.54541,,
40514,2781.39,40455,822.74,40490,5849.96,40507,9721.8,40486,1221.06,40493,185.2536,40511,329.67,40507,5276.77,40504,265,40504,362.66,40464,814.0683,,
40513,2721.87,40452,829.97,40487,5875.35,40506,9742.6,40485,1197.96,40492,185.6687,40508,336.26,40506,5276.11,40501,264.72,40501,366.54,40463,797.9505,,
40512,2650.99,40451,829.51,40486,5862.79,40505,9691.8,40484,1193.57,40491,186.0704,40507,338.77,40505,5295.9,40500,265.35,40500,367.29,40462,800.83087,,
40511,2669.96,40450,846.97,40485,5748.97,40504,9996.4,40483,1184.38,40490,186.2086,40506,337.2,40504,5310.9,40499,262.03,40499,362.41,40459,798.58917,,
40508,2736.96,40449,842.65,40484,5757.43,40501,10271.7,40480,1183.26,40487,186.3755,40505,334.82,40501,5304.27,40498,261.78,40498,359.95,40458,798.78149,,
40507,2765.05,40448,849.3,40483,5694.62,40500,10325.3,40479,1183.78,40486,186.5493,40504,342.42,40500,5303.62,40497,266.41,40497,366.62,40457,797.22699,,
40506,2758.02,40445,838.41,40480,5675.16,40499,10189.3,40478,1182.45,40485,186.675,40501,344.58,40499,5293.47,40494,264.92,40494,363.94,40456,791.1947,,
40505,2739.37,40443,846.52,40479,5677.89,40498,10095.4,40477,1185.64,40484,186.2993,40500,346.27,40498,5298.72,40493,269.36,40493,365.19,40455,776.78137,,
40504,2811.43,40442,849.94,40478,5646.02,40497,10349.7,40476,1185.62,40483,186.3845,40499,341.5,40497,5305.88,40492,269.42,40492,367.75,40452,784.41931,,
40501,2845.75,40438,852.09,40477,5707.3,40494,10226.8,40473,1183.08,40480,186.1331,40498,339.21,40494,5306.57,40491,266.57,40491,370.57,40451,787.89648,,
40500,2855.23,40437,844.71,40476,5751.98,40493,10149.5,40472,1180.26,40479,185.8939,40497,345.53,40493,5309.32,40490,267.93,40490,367.48,40450,789.11713,,
40499,2802.7,40436,848.64,40473,5741.37,40492,10235.4,40471,1178.17,40478,185.9215,40494,343.2,40492,5324.38,40487,265.28,40487,367.5,40449,793.51147,,
40498,2781.77,40435,834.87,40472,5757.86,40491,10409.8,40470,1165.9,40477,186.5421,40493,344.83,40491,5326.73,40486,261.51,40486,368.57,40448,793.74957,,
40497,2848.45,40434,837.65,40471,5728.93,40490,10291.8,40469,1184.71,40476,186.7865,40492,346.09,40490,5322.59,40485,259.22,40485,363.29,40445,797.22461,,
40494,2822.43,40431,833.72,40470,5703.89,40487,10428.1,40466,1176.19,40473,186.4136,40491,347.74,40487,5314.53,40484,258.37,40484,365.89,40444,783.26349,,
40493,2831.22,40430,826.84,40469,5742.52,40486,10602.8,40465,1173.81,40472,186.34,40490,346.69,40486,5306.11,40480,257.13,40480,364.25,40443,787.53601,,
40492,2845.93,40429,820.99,40466,5703.37,40485,10569.5,40464,1178.1,40471,186.7217,40487,346.9,40485,5296.41,40479,256.84,40479,364.07,40442,798.25403,,
40491,2890.64,40428,834.92,40465,5727.21,40484,10762.1,40463,1169.77,40470,186.9647,40486,345.15,40484,5290.12,40478,257.63,40478,361.86,40441,799.0083,,
40490,2867.96,40427,838.71,40464,5747.35,40483,10649.5,40462,1165.32,40469,187.2822,40485,339.05,40480,5275.02,40477,257.51,40477,364.21,40438,787.2533,,
40487,2875.94,40424,823.7,40463,5661.59,40480,10812.9,40459,1165.15,40466,187.4281,40484,342.02,40479,5272.73,40476,256.27,40476,365.37,40437,791.58557,,
40486,2884.21,40423,819.42,40462,5672.4,40479,10753.5,40458,1158.06,40465,187.7371,40483,339.35,40478,5265.61,40473,255.71,40473,365.57,40436,795.00342,,
40485,2830.43,40422,811.4,40459,5657.61,40478,10700.1,40457,1159.97,40464,187.7642,40480,337.23,40477,5266.22,40472,254.37,40472,366.56,40435,797.96307,,
40484,2861.01,40421,804.67,40458,5662.13,40477,10797.8,40456,1160.75,40463,188.0183,40479,338.1,40476,5263.58,40471,254.13,40471,362.15,40434,797.25732,,
40483,2836.73,40420,829.21,40457,5681.39,40476,10870.3,40455,1137.03,40462,187.7445,40478,337.99,40473,5251.82,40470,254.97,40470,361.26,40431,790.25031,,
40480,2844.99,40417,819.62,40456,5635.76,40473,10924.8,40452,1146.24,40459,187.7034,40477,340.76,40472,5246.88,40469,256.35,40469,362.88,40430,790.38409,,
40479,2845.53,40416,811.79,40455,5555.97,40472,10892.3,40451,1141.2,40458,187.3762,40476,342.53,40471,5240.73,40466,254.68,40466,361.36,40429,781.49982,,
40478,2829.42,40415,807.31,40452,5592.9,40471,10896.9,40450,1144.73,40457,187.7131,40473,341.07,40470,5248.61,40465,253.62,40465,360.36,40428,775.25262,,
40477,2856.31,40414,817.73,40451,5548.62,40470,10895.3,40449,1147.7,40456,187.2184,40472,341.92,40469,5243.89,40464,255.28,40464,361.56,40427,782.8833,,
40476,2871.48,40413,824.79,40450,5569.27,40469,10897.7,40448,1142.16,40455,187.305,40471,339.71,40466,5252.23,40463,254.24,40463,354.6,40424,780.42621,,
40473,2873.74,40410,829.59,40449,5578.44,40466,10868.2,40445,1148.67,40452,186.9221,40470,339.15,40465,5250.66,40459,252.23,40462,357.36,40423,773.31018,,
40472,2882.29,40409,843.98,40448,5573.42,40465,10849.7,40444,1124.83,40451,186.8541,40469,341.72,40464,5251.68,40458,251.01,40459,356.36,40422,771.87311,,
40471,2851.52,40408,835.23,40445,5598.48,40464,10866.1,40443,1134.28,40450,186.8522,40466,341.45,40463,5241.5,40457,251.8,40458,356.45,40421,748.10968,,
40470,2837.33,40407,826.78,40444,5547.08,40463,10648.2,40442,1139.78,40449,187.0013,40465,341.33,40462,5226.44,40456,253.02,40457,355.83,40420,746.4574,,
40469,2850.72,40406,828.63,40443,5551.91,40462,10700.8,40441,1142.71,40448,187.0533,40464,341.72,40459,5206.44,40455,251.61,40456,353.18,40417,749.34351,,
40466,2841.65,40403,831.24,40442,5576.19,40459,10720.8,40438,1125.59,40445,186.6006,40463,335.09,40458,5197.48,40452,252.19,40455,347.51,40416,743.57941,,
40465,2836.11,40402,827.78,40441,5602.54,40458,10740.3,40437,1124.66,40444,187.0772,40462,337.04,40457,5193.3,40451,252.81,40452,350.82,40415,737.7041,,
40464,2840.55,40401,834.45,40438,5508.45,40457,10700.2,40436,1125.07,40443,186.7269,40459,336.53,40456,5175.04,40450,254.67,40451,352.14,40414,744.95459,,
40463,2775.75,40400,854.68,40437,5540.14,40456,10651.2,40435,1121.1,40442,185.9733,40458,337.67,40455,5167.58,40449,255.13,40450,353.11,40413,757.36279,,
40462,2789.72,40399,857.62,40436,5555.56,40455,10383,40434,1121.9,40441,185.7108,40457,336.97,40452,5156.75,40448,256.13,40449,355.19,40410,753.35101,,
